0;432.1613333;342.128402
0.010432191;393.7306667;332.0077892
0.020864382;391.0706667;328.3833333
0.031296572;412.0466667;332.0504473
0.041728763;360.9692517;325.659734
0.052160954;412.3506667;320.017038
0.062593145;441.9781583;360.9251527
0.073025335;469.984;395.671542
0.083457526;464.9426667;415.5196893
0.093889717;474.20048;353.311042
0.104321908;466.5893333;366.1432747
0.114754098;425.4226667;351.8768713
0.125186289;392.1346667;340.1379493
0.13561848;382.356;353.2024
0.146050671;431.91522;356.5185333
0.156482861;444.3224733;345.6821493
0.166915052;395.8801367;349.7418667
0.177347243;413.9125933;302.425128
0.187779434;401.7712133;344.8337649
0.198211624;396.7960317;332.6824
0.208643815;409.6906667;357.1302953
0.219076006;407.7272067;359.5001495
0.229508197;431.21108;352.64
0.239940387;406.8786667;344.07765
0.250372578;414.2222933;336.49114
0.260804769;359.8821667;314.8995147
0.27123696;404.3706667;310.9185333
0.281669151;366.82464;316.8776933
0.292101341;380.4025467;319.0910667
0.302533532;360.2146667;328.8798667
0.312965723;414.352;343.1230267
0.323397914;420.6346667;358.2646713
0.333830104;444.9293333;340.84556
0.344262295;409.9410867;343.4559827
0.354694486;387.9516267;305.4110667
0.365126677;393.7771533;315.8335167
0.375558867;416.1599133;317.6518515
0.385991058;357.4752467;319.742032
0.396423249;342.456;303.992628
0.40685544;389.3420467;293.0667287
0.41728763;403.7326467;298.529026
0.427719821;414.4003867;329.792728
0.438152012;394.3353733;348.2521907
0.448584203;451.66534;309.3523253
0.459016393;410.37226;302.9771413
0.469448584;381.748;298.5322307
0.479880775;375.5666667;314.9490667
0.490312966;380.8106667;290.7994713
0.500745156;393.7306667;342.66196
0.511177347;404.092;345.4340473
0.521609538;405.764;331.533318
0.532041729;412.376;332.6132273
0.54247392;486.67056;356.0751747
0.55290611;497.31056;372.26396
0.563338301;435.90256;343.941382
0.573770492;394.9638933;327.0441771
0.584202683;385.9786667;343.530716
0.594634873;388.5455667;352.3462347
0.605067064;380.7346667;344.1938667
0.615499255;378.3786667;342.9322667
0.625931446;377.47908;347.4162667
0.636363636;415.18686;320.666534
0.646795827;418.9284667;325.419384
0.657228018;354.76306;307.6378667
0.667660209;359.6066667;309.3924027
0.678092399;386.6608933;319.1392
0.68852459;397.2264133;297.8766547
0.698956781;383.9773333;312.2841647
0.709388972;440.4938467;305.35185
0.719821162;420.28684;314.8118867
0.730253353;391.5874667;321.30539
0.740685544;428.0998933;309.9296593
0.751117735;422.52656;318.852984
0.761549925;353.7648;312.8489333
0.771982116;341.544;312.2431753
0.782414307;368.0933333;329.7836967
0.792846498;395.4786667;324.186892
0.803278689;375.7946667;311.584268
0.813710879;403.3301;317.4798667
0.82414307;396.8702267;308.6332893
0.834575261;370.0946667;316.6636393
0.845007452;383.96112;329.3272197
0.855439642;402.7580733;313.4645329
0.865871833;407.5470867;343.9486653
0.876304024;412.86544;358.717568
0.886736215;438.0808467;362.2336447
0.897168405;470.1993333;341.93749
0.907600596;427.2193067;331.4123767
0.918032787;357.41926;330.3202947
0.928464978;370.9029267;320.529582
0.938897168;370.48594;331.7172
0.949329359;400.94256;353.449134
0.95976155;411.1772267;351.9229147
0.970193741;394.0093333;294.3125333
0.980625931;379.088;321.5488687
0.991058122;387.5212133;343.52
1.001490313;394.49016;326.873568
1.011922504;359.784;331.178588
1.022354694;433.9772267;317.694402
1.032786885;422.22256;334.8166827
1.043219076;434.7878933;345.2283787
1.053651267;396.5852267;322.7669333
1.064083458;375.62962;330.9901333
1.074515648;410.3611133;338.3494667
1.084947839;405.31788;333.9787573
1.09538003;419.3617933;337.6527113
1.105812221;379.24;339.3175673
1.116244411;357.5718933;319.7479093
1.126676602;371.2458133;339.8822347
1.137108793;361.5826667;324.6212447
1.147540984;389.044;357.2834741
1.157973174;423.4466667;343.9189113
1.168405365;455.7973333;325.2337667
1.178837556;335.4133333;284.0922687
1.189269747;347.02702;307.0777467
